epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
189,6347.8,0.11967,0.14552,0.11433,0.84512,0,0.96592,0.94784,0.98422,0.98013,0.96592,0.94784,0.98422,0.98342,0.07307,0.0984,0.11989,0.80272,0,0.000109513,3.65044e-05,0.000109513,3.65044e-05,0.000109513,3.65044e-05,0.000109513,3.65044e-05
190,6381.27,0.13072,0.16528,0.13116,0.84634,0,0.96604,0.94788,0.98422,0.98013,0.96604,0.94788,0.98422,0.98342,0.07309,0.0977,0.12208,0.80302,0,0.000101702,3.39007e-05,0.000101702,3.39007e-05,0.000101702,3.39007e-05,0.000101702,3.39007e-05
191,6419.43,0.08391,0.11594,0.10134,0.78983,0,0.96656,0.94843,0.98422,0.98262,0.96656,0.94843,0.98422,0.98342,0.07128,0.10587,0.10147,0.79991,0,9.3891e-05,3.1297e-05,9.3891e-05,3.1297e-05,9.3891e-05,3.1297e-05,9.3891e-05,3.1297e-05
192,6455.93,0.07971,0.11252,0.09675,0.785,0,0.96476,0.94846,0.98422,0.98013,0.96476,0.94846,0.98422,0.98342,0.06993,0.10713,0.10757,0.80042,0,8.60799e-05,2.86933e-05,8.60799e-05,2.86933e-05,8.60799e-05,2.86933e-05,8.60799e-05,2.86933e-05
193,6488.29,0.07543,0.10777,0.09204,0.78537,0,0.96539,0.94876,0.98422,0.98013,0.96539,0.94876,0.98422,0.98342,0.07044,0.10485,0.10748,0.79929,0,7.82688e-05,2.60896e-05,7.82688e-05,2.60896e-05,7.82688e-05,2.60896e-05,7.82688e-05,2.60896e-05
194,6524.91,0.07646,0.11087,0.09481,0.78729,0,0.96517,0.94842,0.98422,0.98262,0.96517,0.94842,0.98422,0.98342,0.07012,0.10157,0.10257,0.79893,0,7.04577e-05,2.34859e-05,7.04577e-05,2.34859e-05,7.04577e-05,2.34859e-05,7.04577e-05,2.34859e-05
195,6557.63,0.07644,0.11389,0.09412,0.78876,0,0.96435,0.94845,0.98422,0.98197,0.96435,0.94845,0.98422,0.98342,0.07076,0.09716,0.09264,0.79827,0,6.26466e-05,2.08822e-05,6.26466e-05,2.08822e-05,6.26466e-05,2.08822e-05,6.26466e-05,2.08822e-05
196,6593.49,0.0788,0.10794,0.09558,0.79009,0,0.96566,0.94868,0.98422,0.98224,0.96566,0.94868,0.98422,0.98323,0.07052,0.09525,0.08592,0.79786,0,5.48355e-05,1.82785e-05,5.48355e-05,1.82785e-05,5.48355e-05,1.82785e-05,5.48355e-05,1.82785e-05
197,6627.34,0.07526,0.11327,0.09166,0.78498,0,0.96609,0.94868,0.98422,0.98224,0.96609,0.94868,0.98422,0.98323,0.06985,0.09368,0.09091,0.79784,0,4.70244e-05,1.56748e-05,4.70244e-05,1.56748e-05,4.70244e-05,1.56748e-05,4.70244e-05,1.56748e-05
198,6662.11,0.07387,0.10692,0.09379,0.78099,0,0.96591,0.94856,0.98422,0.98224,0.96591,0.94856,0.98422,0.98323,0.07001,0.09381,0.09204,0.79796,0,3.92133e-05,1.30711e-05,3.92133e-05,1.30711e-05,3.92133e-05,1.30711e-05,3.92133e-05,1.30711e-05
199,6694.74,0.07499,0.10792,0.09082,0.78059,0,0.96584,0.94904,0.98422,0.98262,0.96584,0.94904,0.98422,0.98342,0.06926,0.09311,0.08399,0.79785,0,3.14022e-05,1.04674e-05,3.14022e-05,1.04674e-05,3.14022e-05,1.04674e-05,3.14022e-05,1.04674e-05
200,6731.33,0.07698,0.11051,0.09395,0.78784,0,0.96565,0.94938,0.98422,0.98262,0.96565,0.94938,0.98422,0.98342,0.06956,0.0928,0.08123,0.79749,0,2.35911e-05,7.8637e-06,2.35911e-05,7.8637e-06,2.35911e-05,7.8637e-06,2.35911e-05,7.8637e-06
